('﻿ilkid', 'firstname', 'lastname', year, 'team', gp, minutes, pts, dreb, oreb, reb, asts, stl, blk, turnover),
('DARKJE01  ', 'Jesse', 'Dark', 1974, 'NYK', 2, 11, 7, 0, 0, 1, 1, 0, 0, 0),
('DAVISJA01 ', 'James', 'Davis', 1974, 'DET', 2, 16, 7, 0, 0, 4, 0, 0, 0, 0),
('DAVISME01 ', 'Mel', 'Davis', 1974, 'NYK', 3, 28, 12, 0, 0, 4, 2, 0, 0, 0),
('DENTORA01 ', 'Randy', 'Denton', 1974, 'UTS', 6, 236, 113, 0, 0, 80, 11, 0, 0, 0),
('DERLIRO01 ', 'Rod', 'Derline', 1974, 'SEA', 6, 64, 42, 0, 0, 13, 7, 0, 0, 0),
('DICKECL01 ', 'Clyde', 'Dickey', 1974, 'UTS', 1, 4, 0, 0, 0, 1, 0, 0, 0, 0),
('DICKEDE01 ', 'Derrek', 'Dickey', 1974, 'GSW', 15, 257, 103, 0, 0, 73, 11, 0, 0, 0),
('DIETRCO01 ', 'Coby', 'Dietrick', 1974, 'SAS', 6, 187, 69, 0, 0, 40, 22, 0, 0, 0),
('DUDLECH01 ', 'Charles', 'Dudley', 1974, 'GSW', 13, 112, 36, 0, 0, 17, 17, 0, 0, 0),
('DUVALDE01 ', 'Dennis', 'Duval', 1974, 'WA1', 5, 14, 7, 0, 0, 3, 3, 0, 0, 0),
('EAKINJI01 ', 'Jim', 'Eakins', 1974, 'UTS', 6, 194, 81, 0, 0, 37, 7, 0, 0, 0),
('EDGECH01  ', 'Charlie', 'Edge', 1974, 'IND', 7, 42, 4, 0, 0, 9, 2, 0, 0, 0),
('ELMORLE01 ', 'Len', 'Elmore', 1974, 'IND', 18, 565, 191, 0, 0, 145, 16, 0, 0, 0),
('ERVINJU01 ', 'Julius', 'Erving', 1974, 'NYN', 5, 211, 137, 0, 0, 49, 28, 0, 0, 0),
('FORDCH01  ', 'Chris', 'Ford', 1974, 'DET', 3, 82, 12, 0, 0, 13, 10, 0, 0, 0),
('FOXJI01   ', 'Jim', 'Fox', 1974, 'SEA', 8, 40, 12, 0, 0, 9, 2, 0, 0, 0),
('FRANKWI01 ', 'Will', 'Franklin', 1974, 'SAS', 2, 10, 4, 0, 0, 5, 0, 0, 0, 0),
('FRAZIWA01 ', 'Walt', 'Frazier', 1974, 'NYK', 3, 124, 71, 0, 0, 20, 21, 0, 0, 0),
('FREEMDO01 ', 'Donnie', 'Freeman', 1974, 'SAS', 6, 166, 74, 0, 0, 14, 19, 0, 0, 0),
('GARRERO01 ', 'Rowland', 'Garrett', 1974, 'CHI', 12, 143, 44, 0, 0, 29, 3, 0, 0, 0),
('GERARGU01 ', 'Gus', 'Gerard', 1974, 'STL', 10, 268, 83, 0, 0, 50, 16, 0, 0, 0),
('GERVIGE01 ', 'George', 'Gervin', 1974, 'SAS', 6, 276, 201, 0, 0, 84, 8, 0, 0, 0),
('GIANEJO01 ', 'John', 'Gianelli', 1974, 'NYK', 3, 93, 25, 0, 0, 14, 2, 0, 0, 0),
('GIBBSDI01 ', 'Dick', 'Gibbs', 1974, 'WA1', 6, 17, 8, 0, 0, 1, 2, 0, 0, 0),
('GILMOAR01 ', 'Artis', 'Gilmore', 1974, 'KEN', 15, 679, 362, 0, 0, 264, 38, 0, 0, 0),
('GOVANGE01 ', 'Gerald', 'Govan', 1974, 'UTS', 6, 97, 4, 0, 0, 14, 8, 0, 0, 0),
('GRAYLE01  ', 'Leonard', 'Gray', 1974, 'SEA', 9, 263, 89, 0, 0, 45, 20, 0, 0, 0),
('GREENMI01 ', 'Mike', 'Green', 1974, 'DEN', 13, 487, 277, 0, 0, 121, 14, 0, 0, 0),
('GUOKAMA01 ', 'Matt', 'Guokas', 1974, 'CHI', 13, 202, 31, 0, 0, 14, 11, 0, 0, 0),
('HANKIPH01 ', 'Phil', 'Hankinson', 1974, 'BOS', 2, 3, 2, 0, 0, 2, 0, 0, 0, 0),
('HASKICL01 ', 'Clem', 'Haskins', 1974, 'WA1', 13, 75, 35, 0, 0, 7, 4, 0, 0, 0),
('HAVLIJO01 ', 'John', 'Havlicek', 1974, 'BOS', 11, 464, 232, 0, 0, 57, 51, 0, 0, 0),
('HAWESST01 ', 'Steve', 'Hawes', 1974, 'HOU', 8, 128, 44, 0, 0, 29, 13, 0, 0, 0),
('HAYESEL01 ', 'Elvin', 'Hayes', 1974, 'WA1', 17, 751, 434, 0, 0, 186, 37, 0, 0, 0),
('HAYWOSP01 ', 'Spencer', 'Haywood', 1974, 'SEA', 9, 337, 141, 0, 0, 81, 18, 0, 0, 0),
('HEARDGA01 ', 'Garfield', 'Heard', 1974, 'BUF', 7, 250, 82, 0, 0, 76, 18, 0, 0, 0),
('HILLMDA01 ', 'Darnell', 'Hillman', 1974, 'IND', 17, 482, 181, 0, 0, 133, 14, 0, 0, 0),
('HUMMEJO01 ', 'John', 'Hummer', 1974, 'SEA', 6, 68, 0, 0, 0, 9, 4, 0, 0, 0),
('ISSELDA01 ', 'Dan', 'Issel', 1974, 'KEN', 15, 578, 304, 0, 0, 119, 29, 0, 0, 0),
('JACKSPH01 ', 'Phil', 'Jackson', 1974, 'NYK', 3, 78, 27, 0, 0, 25, 2, 0, 0, 0),
('JOHNSCH01 ', 'Charlie', 'Johnson', 1974, 'GSW', 17, 508, 212, 0, 0, 60, 35, 0, 0, 0),
('JOHNSGE01 ', 'George T.', 'Johnson', 1974, 'GSW', 17, 321, 88, 0, 0, 126, 15, 0, 0, 0),
('JOHNSMI01 ', 'Mickey', 'Johnson', 1974, 'CHI', 3, 5, 2, 0, 0, 0, 0, 0, 0, 0),
('JOHNSOL01 ', 'Ollie', 'Johnson', 1974, 'KCK', 6, 166, 64, 0, 0, 23, 6, 0, 0, 0),
('JOHNSST01 ', 'Steve', 'Johnson', 1974, 'MMS', 5, 205, 69, 0, 0, 26, 12, 0, 0, 0),
('JONESBO01 ', 'Bobby', 'Jones', 1974, 'DEN', 13, 428, 169, 0, 0, 111, 38, 0, 0, 0),
('JONESJA01 ', 'Jake', 'Jones', 1974, 'WA1', 11, 206, 68, 0, 0, 22, 21, 0, 0, 0),
('JONESRI01 ', 'Rich', 'Jones', 1974, 'SAS', 6, 178, 62, 0, 0, 45, 15, 0, 0, 0),
('JONESST01 ', 'Steve', 'Jones', 1974, 'STL', 6, 128, 55, 0, 0, 14, 14, 0, 0, 0),
('JONESWA01 ', 'Wali', 'Jones', 1974, 'UTS', 5, 46, 22, 0, 0, 2, 4, 0, 0, 0),
('JONESWI01 ', 'Wil', 'Jones', 1974, 'KEN', 15, 454, 143, 0, 0, 100, 48, 0, 0, 0),
('JOYCEKE01 ', 'Kevin', 'Joyce', 1974, 'IND', 18, 593, 208, 0, 0, 31, 45, 0, 0, 0),
('KARLGE01  ', 'George', 'Karl', 1974, 'SAS', 4, 40, 5, 0, 0, 3, 5, 0, 0, 0),
('KENNEEU01 ', 'Eugene', 'Kennedy', 1974, 'STL', 8, 47, 28, 0, 0, 18, 1, 0, 0, 0),
('KENONLA01 ', 'Larry', 'Kenon', 1974, 'NYN', 5, 199, 107, 0, 0, 64, 5, 0, 0, 0),
('KNIGHBI01 ', 'Billy', 'Knight', 1974, 'IND', 18, 763, 434, 0, 0, 160, 43, 0, 0, 0),
('KOJISDO01 ', 'Don', 'Kojis', 1974, 'KCK', 4, 22, 7, 0, 0, 4, 1, 0, 0, 0),
('KOSMALE01 ', 'Len', 'Kosmalski', 1974, 'KCK', 6, 29, 6, 0, 0, 10, 5, 0, 0, 0),
('KOZELTO01 ', 'Tom', 'Kozelko', 1974, 'WA1', 13, 54, 14, 0, 0, 7, 1, 0, 0, 0),
('KUNNEKE01 ', 'Kevin', 'Kunnert', 1974, 'HOU', 8, 244, 87, 0, 0, 60, 12, 0, 0, 0),
('LACEYSA01 ', 'Sam', 'Lacey', 1974, 'KCK', 6, 264, 57, 0, 0, 94, 30, 0, 0, 0),
('LADNEWE01 ', 'Wendell', 'Ladner', 1974, 'NYN', 3, 35, 10, 0, 0, 5, 0, 0, 0, 0),
('LANIEBO01 ', 'Bob', 'Lanier', 1974, 'DET', 3, 128, 61, 0, 0, 32, 19, 0, 0, 0),
('LEWISFR01 ', 'Freddie', 'Lewis', 1974, 'STL', 9, 403, 230, 0, 0, 46, 26, 0, 0, 0),
('LIGONBI01 ', 'Bill', 'Ligon', 1974, 'DET', 2, 7, 2, 0, 0, 0, 0, 0, 0, 0),
('LOVEBO01  ', 'Bob', 'Love', 1974, 'CHI', 13, 583, 336, 0, 0, 98, 19, 0, 0, 0),
('LUCASMA01 ', 'Maurice', 'Lucas', 1974, 'STL', 10, 375, 163, 0, 0, 147, 50, 0, 0, 0),
('MALONMO01 ', 'Moses', 'Malone', 1974, 'UTS', 6, 235, 136, 0, 0, 105, 9, 0, 0, 0),
('MANNIED01 ', 'Ed', 'Manning', 1974, 'NYN', 3, 18, 5, 0, 0, 1, 0, 0, 0, 0),
('MARINJA01 ', 'Jack', 'Marin', 1974, 'BUF', 7, 108, 37, 0, 0, 17, 8, 0, 0, 0),
('MCADOBO01 ', 'Bob', 'McAdoo', 1974, 'BUF', 7, 327, 262, 0, 0, 94, 10, 0, 0, 0),
('MCCLATE01 ', 'Ted', 'McClain', 1974, 'KEN', 15, 544, 180, 0, 0, 83, 87, 0, 0, 0),
('MCDONGL01 ', 'Glenn', 'McDonald', 1974, 'BOS', 6, 30, 5, 0, 0, 6, 2, 0, 0, 0),
('MCFARPA01 ', 'Pat', 'McFarland', 1974, 'DEN', 5, 30, 6, 0, 0, 3, 2, 0, 0, 0),
('MCGINGE01 ', 'George', 'McGinnis', 1974, 'IND', 18, 731, 558, 0, 0, 286, 148, 0, 0, 0),
('MCMILJI01 ', 'Jim', 'McMillian', 1974, 'BUF', 7, 240, 91, 0, 0, 34, 14, 0, 0, 0),
('MCNEILA01 ', 'Larry', 'McNeill', 1974, 'KCK', 6, 103, 61, 0, 0, 26, 2, 0, 0, 0),
('MELCHBI01 ', 'Bill', 'Melchionni', 1974, 'NYN', 5, 108, 33, 0, 0, 12, 32, 0, 0, 0),
('MENGEJO01 ', 'John', 'Mengelt', 1974, 'DET', 3, 65, 25, 0, 0, 8, 9, 0, 0, 0),
('MONROEA01 ', 'Earl', 'Monroe', 1974, 'NYK', 3, 89, 42, 0, 0, 9, 6, 0, 0, 0),
('MULLIJE01 ', 'Jeff', 'Mullins', 1974, 'GSW', 17, 313, 138, 0, 0, 35, 29, 0, 0, 0),
('MURPHCA01 ', 'Calvin', 'Murphy', 1974, 'HOU', 8, 305, 195, 0, 0, 19, 45, 0, 0, 0),
('NATERSW01 ', 'Swen', 'Nater', 1974, 'SAS', 6, 234, 89, 0, 0, 99, 6, 0, 0, 0),
('NELSODO01 ', 'Don', 'Nelson', 1974, 'BOS', 11, 274, 169, 0, 0, 45, 26, 0, 0, 0),
('NEWLIMI01 ', 'Mike', 'Newlin', 1974, 'HOU', 8, 299, 130, 0, 0, 33, 45, 0, 0, 0),
('OWENSTO01 ', 'Tom', 'Owens', 1974, 'MMS', 5, 207, 109, 0, 0, 62, 10, 0, 0, 0),
('PAULTBI01 ', 'Billy', 'Paultz', 1974, 'NYN', 5, 178, 70, 0, 0, 45, 11, 0, 0, 0),
('PORTEHO01 ', 'Howard', 'Porter', 1974, 'DET', 3, 92, 52, 0, 0, 20, 0, 0, 0, 0),
('PORTEKE01 ', 'Kevin', 'Porter', 1974, 'WA1', 17, 625, 244, 0, 0, 41, 124, 0, 0, 0),
('RATLEED01 ', 'Ed', 'Ratleff', 1974, 'HOU', 8, 291, 89, 0, 0, 53, 35, 0, 0, 0),
('RAYCL01   ', 'Clifford', 'Ray', 1974, 'GSW', 17, 495, 104, 0, 0, 166, 38, 0, 0, 0),
('RIKERTO01 ', 'Tom', 'Riker', 1974, 'NYK', 1, 8, 2, 0, 0, 2, 1, 0, 0, 0),
('RILEYRO01 ', 'Ron', 'Riley', 1974, 'HOU', 8, 152, 56, 0, 0, 36, 15, 0, 0, 0),
('RIORDMI01 ', 'Mike', 'Riordan', 1974, 'WA1', 17, 378, 134, 0, 0, 41, 27, 0, 0, 0),
('ROBERMA01 ', 'Marv', 'Roberts', 1974, 'KEN', 15, 259, 151, 0, 0, 54, 23, 0, 0, 0),
('ROBINTR01 ', 'Truck', 'Robinson', 1974, 'WA1', 17, 130, 35, 0, 0, 40, 6, 0, 0, 0),
('ROBISDA01 ', 'Dave', 'Robisch', 1974, 'DEN', 13, 354, 192, 0, 0, 75, 22, 0, 0, 0),
('ROCHEJO01 ', 'John', 'Roche', 1974, 'UTS', 6, 196, 95, 0, 0, 15, 43, 0, 0, 0),
('ROWECU01  ', 'Curtis', 'Rowe', 1974, 'DET', 3, 115, 44, 0, 0, 26, 15, 0, 0, 0),
('RUFFNPA01 ', 'Paul', 'Ruffner', 1974, 'BUF', 1, 4, 0, 0, 0, 2, 0, 0, 0, 0),
('SCHLUDA01 ', 'Dale', 'Schlueter', 1974, 'BUF', 6, 40, 13, 0, 0, 13, 1, 0, 0, 0),
('SEALSBR01 ', 'Bruce', 'Seals', 1974, 'UTS', 3, 41, 24, 0, 0, 11, 0, 0, 0, 0),
('SHEPHBI01 ', 'Billy', 'Shepherd', 1974, 'MMS', 5, 75, 26, 0, 0, 5, 12, 0, 0, 0),
('SILASJA01 ', 'James', 'Silas', 1974, 'SAS', 6, 271, 113, 0, 0, 18, 60, 0, 0, 0),
('SILASPA01 ', 'Paul', 'Silas', 1974, 'BOS', 11, 405, 100, 0, 0, 130, 40, 0, 0, 0),
('SIMPSRA01 ', 'Ralph', 'Simpson', 1974, 'DEN', 13, 471, 257, 0, 0, 65, 74, 0, 0, 0),
('SKINNAL01 ', 'Al', 'Skinner', 1974, 'NYN', 1, 9, 5, 0, 0, 2, 0, 0, 0, 0),
('SKINNTA01 ', 'Talvin', 'Skinner', 1974, 'SEA', 9, 211, 56, 0, 0, 38, 12, 0, 0, 0),
('SLOANJE01 ', 'Jerry', 'Sloan', 1974, 'CHI', 13, 470, 170, 0, 0, 96, 26, 0, 0, 0),
('SMITHDO01 ', 'Don', 'Smith', 1974, 'HOU', 6, 68, 26, 0, 0, 17, 3, 0, 0, 0),
('SMITHPH01 ', 'Phil', 'Smith', 1974, 'GSW', 16, 235, 103, 0, 0, 28, 30, 0, 0, 0),
('SMITHRA01 ', 'Randy', 'Smith', 1974, 'BUF', 7, 286, 126, 0, 0, 30, 49, 0, 0, 0),
('SOJOUWI01 ', 'Willie', 'Sojourner', 1974, 'NYN', 5, 65, 27, 0, 0, 13, 2, 0, 0, 0),
('STACOKE01 ', 'Kevin', 'Stacom', 1974, 'BOS', 4, 7, 0, 0, 0, 0, 1, 0, 0, 0),
('TAYLOBR01 ', 'Brian', 'Taylor', 1974, 'NYN', 5, 186, 30, 0, 0, 12, 14, 0, 0, 0),
('TAYLORO02 ', 'Roland', 'Taylor', 1974, 'DEN', 13, 275, 73, 0, 0, 38, 37, 0, 0, 0),
('TERRYCH01 ', 'Chuck', 'Terry', 1974, 'SAS', 5, 123, 27, 0, 0, 19, 2, 0, 0, 0),
('TERRYCL01 ', 'Claude', 'Terry', 1974, 'DEN', 12, 135, 49, 0, 0, 13, 13, 0, 0, 0),
('THOMARO01 ', 'Ron', 'Thomas', 1974, 'KEN', 15, 167, 62, 0, 0, 56, 11, 0, 0, 0),
('THURMNA01 ', 'Nate', 'Thurmond', 1974, 'CHI', 13, 254, 46, 0, 0, 87, 31, 0, 0, 0),
('TOLSODE01 ', 'Dean', 'Tolson', 1974, 'SEA', 4, 22, 4, 0, 0, 7, 1, 0, 0, 0),
('TOMJARU01 ', 'Rudy', 'Tomjanovich', 1974, 'HOU', 8, 304, 184, 0, 0, 64, 23, 0, 0, 0),
('TRAPPGE01 ', 'George', 'Trapp', 1974, 'DET', 3, 81, 41, 0, 0, 22, 4, 0, 0, 0),
('UNSELWE01 ', 'Wes', 'Unseld', 1974, 'WA1', 17, 734, 182, 0, 0, 276, 64, 0, 0, 0),
('VANBRJA01 ', 'Jan', 'Vanbredakolff', 1974, 'DEN', 12, 192, 63, 0, 0, 40, 15, 0, 0, 0),
('VANLINO01 ', 'Norm', 'Vanlier', 1974, 'CHI', 13, 547, 196, 0, 0, 67, 61, 0, 0, 0),
('WALKECH01 ', 'Chet', 'Walker', 1974, 'CHI', 13, 432, 228, 0, 0, 60, 24, 0, 0, 0),
('WALKEJI01 ', 'Jimmy', 'Walker', 1974, 'KCK', 6, 225, 92, 0, 0, 10, 17, 0, 0, 0),
('WALKNE01  ', 'Neal', 'Walk', 1974, 'NYK', 3, 39, 10, 0, 0, 5, 2, 0, 0, 0),
('WASHIDO01 ', 'Don', 'Washington', 1974, 'DEN', 4, 26, 11, 0, 0, 6, 2, 0, 0, 0),
('WASHIJI01 ', 'Jim', 'Washington', 1974, 'BUF', 6, 39, 4, 0, 0, 7, 3, 0, 0, 0),
('WATTSSL01 ', 'Slick', 'Watts', 1974, 'SEA', 9, 282, 100, 0, 0, 33, 64, 0, 0, 0),
('WEATHNI01 ', 'Nick', 'Weatherspoon', 1974, 'WA1', 17, 404, 175, 0, 0, 81, 16, 0, 0, 0),
('WEDMASC01 ', 'Scott', 'Wedman', 1974, 'KCK', 6, 230, 66, 0, 0, 35, 16, 0, 0, 0),
('WEISSBO01 ', 'Bob', 'Weiss', 1974, 'BUF', 7, 113, 30, 0, 0, 7, 17, 0, 0, 0),
('WELLSOW01 ', 'Owen', 'Wells', 1974, 'HOU', 4, 5, 6, 0, 0, 1, 1, 0, 0, 0),
('WESTPPA01 ', 'Paul', 'Westphal', 1974, 'BOS', 11, 183, 88, 0, 0, 13, 32, 0, 0, 0),
('WHITEJO01 ', 'Jojo', 'White', 1974, 'BOS', 11, 462, 227, 0, 0, 50, 63, 0, 0, 0),
('WILLICH02 ', 'Chuck', 'Williams', 1974, 'MMS', 5, 210, 88, 0, 0, 8, 33, 0, 0, 0),
('WILLIJO01 ', 'John', 'Williams', 1974, 'NYN', 5, 118, 60, 0, 0, 10, 10, 0, 0, 0),
('WILSOBO01 ', 'Bob', 'Wilson', 1974, 'CHI', 10, 93, 44, 0, 0, 11, 4, 0, 0, 0),
('WINFILE01 ', 'Lee', 'Winfield', 1974, 'BUF', 6, 65, 17, 0, 0, 8, 9, 0, 0, 0),
('WINGOHA01 ', 'Harthorne', 'Wingo', 1974, 'NYK', 3, 76, 27, 0, 0, 22, 7, 0, 0, 0),
('WOHLDA01  ', 'Dave', 'Wohl', 1974, 'HOU', 4, 8, 6, 0, 0, 1, 2, 0, 0, 0),
('ADAMSAL01 ', 'Alvan', 'Adams', 1975, 'PHO', 19, 668, 341, 0, 0, 191, 98, 0, 0, 0),
('ADAMSDO01 ', 'Don', 'Adams', 1975, 'BUF', 9, 122, 36, 0, 0, 27, 13, 0, 0, 0),
('ANDERJE01 ', 'Jerome', 'Anderson', 1975, 'BOS', 4, 5, 2, 0, 0, 1, 1, 0, 0, 0),
('ARDJI01   ', 'Jim', 'Ard', 1975, 'BOS', 16, 110, 37, 0, 0, 26, 8, 0, 0, 0),
('AVERIWI01 ', 'William', 'Averitt', 1975, 'KEN', 10, 358, 197, 0, 0, 22, 61, 0, 0, 0),
('BANTOMI01 ', 'Mike', 'Bantom', 1975, 'SEA', 6, 114, 58, 0, 0, 23, 8, 0, 0, 0),
('BARRYRI01 ', 'Rick', 'Barry', 1975, 'GSW', 13, 532, 312, 0, 0, 84, 84, 0, 0, 0),
('BASSETI01 ', 'Tim', 'Bassett', 1975, 'NYN', 13, 312, 82, 0, 0, 93, 9, 0, 0, 0),
('BECKBY01  ', 'Byron', 'Beck', 1975, 'DEN', 13, 276, 112, 0, 0, 56, 11, 0, 0, 0),
('BINGDA01  ', 'Dave', 'Bing', 1975, 'WA1', 7, 209, 96, 0, 0, 18, 28, 0, 0, 0),
('BOSWETO01 ', 'Tom', 'Boswell', 1975, 'BOS', 3, 3, 2, 0, 0, 1, 0, 0, 0, 0),
('BREWEJI01 ', 'Jim', 'Brewer', 1975, 'CLE', 13, 489, 114, 0, 0, 140, 37, 0, 0, 0),
('BRIDGJU01 ', 'Junior', 'Bridgeman', 1975, 'MIL', 3, 67, 25, 0, 0, 11, 5, 0, 0, 0),
('BRISTAL01 ', 'Allan', 'Bristow', 1975, 'SAS', 7, 97, 45, 0, 0, 14, 12, 0, 0, 0),
('BROKAGA01 ', 'Gary', 'Brokaw', 1975, 'MIL', 3, 108, 63, 0, 0, 11, 24, 0, 0, 0),
('BROWNFR01 ', 'Fred', 'Brown', 1975, 'SEA', 6, 236, 171, 0, 0, 28, 17, 0, 0, 0),
('BROWNRO02 ', 'Roger', 'Brown', 1975, 'DET', 9, 51, 10, 0, 0, 14, 2, 0, 0, 0),
('BRYANJO01 ', 'Joe', 'Bryant', 1975, 'PHI', 3, 43, 23, 0, 0, 13, 1, 0, 0, 0),
('BUCCIGE01 ', 'George', 'Bucci', 1975, 'NYN', 2, 9, 7, 0, 0, 0, 0, 0, 0, 0),
('BURLETO01 ', 'Tom', 'Burleson', 1975, 'SEA', 6, 208, 125, 0, 0, 57, 10, 0, 0, 0),
('BUSEDO01  ', 'Don', 'Buse', 1975, 'IND', 3, 138, 34, 0, 0, 14, 26, 0, 0, 0),
('CARRAU01  ', 'Austin', 'Carr', 1975, 'CLE', 13, 273, 154, 0, 0, 23, 26, 0, 0, 0),
('CARTEFR01 ', 'Fred', 'Carter', 1975, 'PHI', 3, 125, 84, 0, 0, 10, 15, 0, 0, 0),
('CATCHHA01 ', 'Harvey', 'Catchings', 1975, 'PHI', 3, 87, 17, 0, 0, 28, 6, 0, 0, 0),
('CHARLKE01 ', 'Ken', 'Charles', 1975, 'BUF', 9, 238, 53, 0, 0, 26, 14, 0, 0, 0),
('CHENIPH01 ', 'Phil', 'Chenier', 1975, 'WA1', 7, 265, 126, 0, 0, 26, 11, 0, 0, 0),
('CHONEJI01 ', 'Jim', 'Chones', 1975, 'CLE', 7, 242, 105, 0, 0, 50, 6, 0, 0, 0),
('CLARKAR01 ', 'Archie', 'Clark', 1975, 'DET', 9, 192, 72, 0, 0, 21, 29, 0, 0, 0),
('CLEAMJI01 ', 'Jim', 'Cleamons', 1975, 'CLE', 13, 503, 179, 0, 0, 71, 61, 0, 0, 0),
('COLLIDO01 ', 'Doug', 'Collins', 1975, 'PHI', 3, 117, 58, 0, 0, 21, 10, 0, 0, 0),
('COWENDA01 ', 'Dave', 'Cowens', 1975, 'BOS', 18, 798, 378, 0, 0, 296, 83, 0, 0, 0),
('DAMPILO01 ', 'Lou', 'Dampier', 1975, 'KEN', 10, 393, 152, 0, 0, 13, 77, 0, 0, 0),
('DANDRBO01 ', 'Bob', 'Dandridge', 1975, 'MIL', 3, 122, 66, 0, 0, 23, 8, 0, 0, 0),
('DAVISDW01 ', 'Dwight', 'Davis', 1975, 'GSW', 11, 142, 50, 0, 0, 28, 10, 0, 0, 0),
('DERLIRO01 ', 'Rod', 'Derline', 1975, 'SEA', 4, 41, 6, 0, 0, 4, 1, 0, 0, 0),
('DICKEDE01 ', 'Derrek', 'Dickey', 1975, 'GSW', 12, 173, 76, 0, 0, 42, 6, 0, 0, 0),
('DICKEHE01 ', 'Henry', 'Dickerson', 1975, 'DET', 5, 15, 9, 0, 0, 4, 3, 0, 0, 0),
('DIETRCO01 ', 'Coby', 'Dietrick', 1975, 'SAS', 7, 208, 62, 0, 0, 41, 15, 0, 0, 0),
('DIGREER01 ', 'Ernie', 'Digregorio', 1975, 'BUF', 9, 217, 68, 0, 0, 13, 45, 0, 0, 0),
('DUDLECH01 ', 'Charles', 'Dudley', 1975, 'GSW', 13, 260, 90, 0, 0, 36, 38, 0, 0, 0),
('EAKINJI01 ', 'Jim', 'Eakins', 1975, 'NYN', 13, 281, 89, 0, 0, 78, 11, 0, 0, 0),
('EBERHAL01 ', 'Al', 'Eberhard', 1975, 'DET', 8, 182, 48, 0, 0, 26, 7, 0, 0, 0),
('ELLISLE01 ', 'Leroy', 'Ellis', 1975, 'PHI', 1, 1, 0, 0, 0, 0, 0, 0, 0, 0),
('ELMORLE01 ', 'Len', 'Elmore', 1975, 'IND', 3, 68, 19, 0, 0, 15, 4, 0, 0, 0),
('ERICKKE01 ', 'Keith', 'Erickson', 1975, 'PHO', 19, 426, 215, 0, 0, 67, 35, 0, 0, 0),
('ERVINJU01 ', 'Julius', 'Erving', 1975, 'NYN', 13, 551, 447, 0, 0, 164, 64, 0, 0, 0),
('FLYNNMI01 ', 'Mike', 'Flynn', 1975, 'IND', 3, 83, 38, 0, 0, 10, 10, 0, 0, 0),
('FORDCH01  ', 'Chris', 'Ford', 1975, 'DET', 9, 276, 78, 0, 0, 36, 40, 0, 0, 0),
('FOXJI01   ', 'Jim', 'Fox', 1975, 'MIL', 3, 33, 10, 0, 0, 7, 3, 0, 0, 0),
('FREEWO01  ', 'World', 'Free', 1975, 'PHI', 3, 62, 32, 0, 1, 1, 5, 3, 0, 0),
('GALEMI01  ', 'Mike', 'Gale', 1975, 'SAS', 7, 286, 103, 0, 0, 40, 50, 0, 0, 0),
('GARRERO01 ', 'Rowland', 'Garrett', 1975, 'CLE', 4, 5, 2, 0, 0, 0, 0, 0, 0, 0),
('GERARGU01 ', 'Gus', 'Gerard', 1975, 'DEN', 13, 142, 60, 0, 0, 33, 12, 0, 0, 0),
('GERVIGE01 ', 'George', 'Gervin', 1975, 'SAS', 7, 288, 190, 0, 0, 64, 19, 0, 0, 0),
('GIBBSDI01 ', 'Dick', 'Gibbs', 1975, 'BUF', 5, 23, 10, 0, 0, 1, 2, 0, 0, 0),
('GILLIHE01 ', 'Herm', 'Gilliam', 1975, 'SEA', 6, 86, 17, 0, 0, 11, 12, 0, 0, 0),
('GILMOAR01 ', 'Artis', 'Gilmore', 1975, 'KEN', 10, 390, 242, 0, 0, 152, 19, 0, 0, 0),
('GRANTTR01 ', 'Travis', 'Grant', 1975, 'IND', 1, 1, 0, 0, 0, 0, 0, 0, 0, 0),
('GREVEKE01 ', 'Kevin', 'Grevey', 1975, 'WA1', 2, 3, 2, 0, 0, 0, 0, 0, 0, 0),
('HASKICL01 ', 'Clem', 'Haskins', 1975, 'WA1', 5, 40, 22, 0, 0, 5, 2, 0, 0, 0),
('HAVLIJO01 ', 'John', 'Havlicek', 1975, 'BOS', 15, 505, 198, 0, 0, 56, 51, 0, 0, 0),
('HAWTHNA01 ', 'Nate', 'Hawthorne', 1975, 'PHO', 15, 81, 26, 0, 0, 16, 4, 0, 0, 0),
('HAYESEL01 ', 'Elvin', 'Hayes', 1975, 'WA1', 7, 305, 140, 0, 0, 88, 10, 0, 0, 0),
('HEARDGA01 ', 'Garfield', 'Heard', 1975, 'PHO', 19, 721, 265, 0, 0, 197, 33, 0, 0, 0),
('HILLMDA01 ', 'Darnell', 'Hillman', 1975, 'IND', 3, 111, 43, 0, 0, 31, 10, 0, 0, 0),
('HUGHEKI01 ', 'Kim', 'Hughes', 1975, 'NYN', 12, 266, 60, 0, 0, 72, 9, 0, 0, 0),
('HUMMEJO01 ', 'John', 'Hummer', 1975, 'SEA', 3, 16, 4, 0, 0, 1, 0, 0, 0, 0),
('ISSELDA01 ', 'Dan', 'Issel', 1975, 'DEN', 13, 470, 266, 0, 0, 156, 32, 0, 0, 0),
('JOHNSCH01 ', 'Charlie', 'Johnson', 1975, 'GSW', 13, 284, 120, 0, 0, 35, 20, 0, 0, 0),
('JOHNSGE01 ', 'George T.', 'Johnson', 1975, 'GSW', 13, 261, 76, 0, 0, 87, 17, 0, 0, 0),
('JONESBO01 ', 'Bobby', 'Jones', 1975, 'DEN', 13, 431, 178, 0, 0, 112, 59, 0, 0, 0),
