('﻿ilkid', 'firstname', 'lastname', year, 'team', gp, minutes, pts, dreb, oreb, reb, asts, stl, blk, turnover),
('THOMATI01 ', 'Tim', 'Thomas', 1999, 'MIL', 5, 142, 77, 18, 6, 24, 10, 1, 4, 1),
('THORPOT01 ', 'Otis', 'Thorpe', 1999, 'MIA', 10, 136, 33, 23, 6, 29, 3, 0, 2, 11),
('TRAYLRO01 ', 'Robert', 'Traylor', 1999, 'MIL', 1, 4, 0, 1, 1, 2, 1, 0, 1, 0),
('TURKCMI01 ', 'Mirsad', 'Turkcan', 1999, 'MIL', 2, 10, 4, 2, 0, 2, 0, 0, 0, 3),
('VAUGHJA01 ', 'Jacque', 'Vaughn', 1999, 'UTA', 7, 67, 28, 8, 4, 12, 11, 4, 1, 9),
('VAUGHLO01 ', 'Loy', 'Vaught', 1999, 'DET', 2, 16, 0, 5, 1, 6, 0, 2, 0, 1),
('WALKESA01 ', 'Samaki', 'Walker', 1999, 'SAS', 4, 121, 36, 32, 13, 45, 2, 1, 12, 8),
('WALLAJO01 ', 'John', 'Wallace', 1999, 'NYK', 1, 4, 0, 1, 0, 1, 0, 1, 0, 1),
('WALLARA01 ', 'Rasheed', 'Wallace', 1999, 'POR', 16, 605, 286, 72, 31, 103, 28, 15, 20, 23),
('WARDCH01  ', 'Charlie', 'Ward', 1999, 'NYK', 16, 439, 150, 57, 11, 68, 65, 22, 5, 20),
('WEATHCL01 ', 'Clarence', 'Weatherspoon', 1999, 'MIA', 10, 170, 64, 23, 18, 41, 1, 4, 3, 8),
('WEBBECH01 ', 'Chris', 'Webber', 1999, 'SAC', 5, 196, 122, 34, 14, 48, 27, 8, 10, 8),
('WELLSBO01 ', 'Bonzi', 'Wells', 1999, 'POR', 14, 188, 105, 23, 12, 35, 13, 7, 0, 16),
('WESLEDA01 ', 'David', 'Wesley', 1999, 'CHA', 4, 152, 44, 9, 3, 12, 19, 8, 0, 6),
('WILLIAL01 ', 'Alvin', 'Williams', 1999, 'TOR', 1, 1, 0, 0, 0, 0, 0, 0, 0, 0),
('WILLICO02 ', 'Corliss', 'Williamson', 1999, 'SAC', 5, 87, 33, 11, 4, 15, 1, 1, 0, 5),
('WILLIJA02 ', 'Jason', 'Williams', 1999, 'SAC', 5, 145, 52, 7, 1, 8, 12, 3, 0, 8),
('WILLIJE01 ', 'Jerome', 'Williams', 1999, 'DET', 3, 73, 15, 14, 7, 21, 2, 3, 0, 3),
('WILLIKE01 ', 'Kevin', 'Willis', 1999, 'TOR', 3, 76, 39, 20, 6, 26, 1, 2, 0, 2),
('WILLISC01 ', 'Scott', 'Williams', 1999, 'MIL', 5, 93, 51, 19, 9, 28, 2, 2, 5, 4),
('WILLISH01 ', 'Shammond', 'Williams', 1999, 'SEA', 5, 99, 51, 9, 2, 11, 18, 8, 0, 6),
('ALLENRA02 ', 'Ray', 'Allen', 2000, 'MIL', 18, 768, 452, 55, 19, 74, 108, 24, 10, 43),
('ALSTORA01 ', 'Rafer', 'Alston', 2000, 'MIL', 5, 8, 0, 0, 0, 0, 1, 0, 0, 2),
('AMAECJO01 ', 'John', 'Amaechi', 2000, 'ORL', 4, 29, 9, 2, 1, 3, 3, 3, 2, 0),
('ANDERDE01 ', 'Derek', 'Anderson', 2000, 'SAS', 7, 194, 54, 16, 3, 19, 17, 3, 0, 15),
('ANTHOGR01 ', 'Greg', 'Anthony', 2000, 'POR', 2, 17, 5, 0, 0, 0, 0, 1, 0, 1),
('ARMSTDA01 ', 'Darrell', 'Armstrong', 2000, 'ORL', 4, 167, 53, 17, 5, 22, 19, 8, 2, 11),
('AUGMOST01 ', 'Stacey', 'Augmon', 2000, 'POR', 2, 28, 10, 3, 1, 4, 4, 1, 0, 1),
('AVERYWI01 ', 'William', 'Avery', 2000, 'MIN', 2, 12, 7, 1, 0, 1, 2, 0, 1, 0),
('BARRYJO01 ', 'Jon', 'Barry', 2000, 'SAC', 7, 55, 16, 0, 3, 3, 4, 1, 0, 3),
('BELLRA01  ', 'Raja', 'Bell', 2000, 'PHI', 15, 124, 34, 9, 4, 13, 7, 15, 0, 5),
('BENDEJO01 ', 'Jonathan', 'Bender', 2000, 'IND', 1, 4, 0, 0, 0, 0, 0, 0, 0, 0),
('BENOIDA01 ', 'David', 'Benoit', 2000, 'UTA', 4, 61, 23, 6, 1, 7, 2, 0, 2, 2),
('BESTTR01  ', 'Travis', 'Best', 2000, 'IND', 4, 163, 39, 13, 6, 19, 37, 4, 0, 6),
('BILLUCH01 ', 'Chauncey', 'Billups', 2000, 'MIN', 3, 26, 3, 4, 1, 5, 2, 0, 0, 1),
('BOOTHCA01 ', 'Calvin', 'Booth', 2000, 'DAL', 10, 137, 38, 12, 16, 28, 2, 7, 6, 4),
('BOWENBR01 ', 'Bruce', 'Bowen', 2000, 'MIA', 3, 58, 12, 1, 1, 2, 2, 2, 2, 2),
('BRADLSH01 ', 'Shawn', 'Bradley', 2000, 'DAL', 10, 256, 64, 47, 24, 71, 5, 4, 30, 10),
('BRANDTE01 ', 'Terrell', 'Brandon', 2000, 'MIN', 4, 153, 61, 15, 2, 17, 25, 4, 2, 8),
('BROWNDE01 ', 'Dee', 'Brown', 2000, 'ORL', 3, 54, 18, 3, 0, 3, 4, 2, 0, 1),
('BROWNPJ01 ', 'P.J.', 'Brown', 2000, 'CHA', 10, 385, 80, 59, 41, 100, 11, 12, 14, 12),
('BRUNSRI01 ', 'Rick', 'Brunson', 2000, 'NYK', 2, 4, 3, 0, 0, 0, 0, 0, 0, 1),
('BRYANKO01 ', 'Kobe', 'Bryant', 2000, 'LAL', 16, 694, 471, 87, 29, 116, 97, 25, 12, 51),
('BRYANMA01 ', 'Mark', 'Bryant', 2000, 'DAL', 4, 34, 2, 3, 3, 6, 0, 1, 0, 1),
('BUCKNGR01 ', 'Greg', 'Buckner', 2000, 'DAL', 5, 75, 30, 13, 8, 21, 3, 5, 0, 2),
('BUFORRO01 ', 'Rodney', 'Buford', 2000, 'PHI', 15, 72, 21, 7, 5, 12, 3, 4, 1, 4),
('BURRESC01 ', 'Scott', 'Burrell', 2000, 'CHA', 2, 12, 5, 3, 0, 3, 1, 2, 0, 0),
('CAFFEJA01 ', 'Jason', 'Caffey', 2000, 'MIL', 18, 297, 68, 43, 31, 74, 14, 3, 5, 15),
('CAMBYMA01 ', 'Marcus', 'Camby', 2000, 'NYK', 4, 141, 25, 28, 4, 32, 7, 2, 9, 2),
('CAMPBEL01 ', 'Elden', 'Campbell', 2000, 'CHA', 10, 287, 121, 52, 27, 79, 7, 5, 11, 17),
('CARTEAN01 ', 'Anthony', 'Carter', 2000, 'MIA', 3, 69, 18, 6, 0, 6, 11, 2, 1, 10),
('CARTEVI01 ', 'Vince', 'Carter', 2000, 'TOR', 12, 539, 327, 41, 37, 78, 56, 20, 20, 27),
('CASSESA01 ', 'Sam', 'Cassell', 2000, 'MIL', 18, 682, 314, 71, 12, 83, 120, 19, 3, 52),
('CAUSWDU01 ', 'Duane', 'Causwell', 2000, 'MIA', 1, 5, 0, 3, 0, 3, 0, 0, 0, 0),
('CEBALCE01 ', 'Cedric', 'Ceballos', 2000, 'MIA', 3, 15, 5, 3, 3, 6, 1, 0, 0, 1),
('CHILDCH01 ', 'Chris', 'Childs', 2000, 'TOR', 12, 380, 109, 36, 2, 38, 78, 12, 3, 35),
('CHRISDO01 ', 'Doug', 'Christie', 2000, 'SAC', 8, 304, 79, 28, 7, 35, 26, 20, 9, 19),
('CLARKKE01 ', 'Keon', 'Clark', 2000, 'TOR', 11, 103, 35, 16, 7, 23, 6, 2, 3, 4),
('COLEMDE01 ', 'Derrick', 'Coleman', 2000, 'CHA', 5, 88, 27, 16, 9, 25, 6, 4, 2, 5),
('CROSHAU01 ', 'Austin', 'Croshere', 2000, 'IND', 4, 129, 43, 15, 5, 20, 6, 4, 2, 9),
('CROTTJO01 ', 'John', 'Crotty', 2000, 'UTA', 4, 19, 3, 2, 1, 3, 3, 1, 1, 0),
('CURRYDE01 ', 'Dell', 'Curry', 2000, 'TOR', 12, 182, 78, 12, 2, 14, 10, 6, 1, 11),
('DANIEAN01 ', 'Antonio', 'Daniels', 2000, 'SAS', 13, 406, 176, 22, 4, 26, 38, 7, 1, 13),
('DAVISAN01 ', 'Antonio', 'Davis', 2000, 'TOR', 12, 485, 197, 92, 41, 133, 23, 10, 22, 21),
('DAVISBA01 ', 'Baron', 'Davis', 2000, 'CHA', 10, 397, 178, 35, 9, 44, 58, 28, 5, 22),
('DAVISDA01 ', 'Dale', 'Davis', 2000, 'POR', 2, 20, 1, 1, 3, 4, 0, 1, 0, 1),
('DECLEAN01 ', 'Andrew', 'Declercq', 2000, 'ORL', 4, 54, 20, 9, 7, 16, 1, 2, 2, 2),
('DELKTO01  ', 'Tony', 'Delk', 2000, 'PHO', 4, 114, 47, 11, 5, 16, 4, 3, 0, 5),
('DELNEVI01 ', 'Vinny', 'Del Negro', 2000, 'PHO', 3, 26, 8, 2, 0, 2, 5, 0, 0, 0),
('DIVACVL01 ', 'Vlade', 'Divac', 2000, 'SAC', 8, 225, 86, 47, 20, 67, 19, 8, 12, 18),
('DOLEAMI01 ', 'Michael', 'Doleac', 2000, 'ORL', 4, 45, 12, 10, 4, 14, 1, 3, 0, 2),
('DUDLECH02 ', 'Chris', 'Dudley', 2000, 'PHO', 3, 26, 2, 4, 3, 7, 0, 1, 1, 4),
('DUNCATI01 ', 'Tim', 'Duncan', 2000, 'SAS', 13, 526, 317, 134, 54, 188, 49, 14, 35, 50),
('EDNEYTY01 ', 'Tyus', 'Edney', 2000, 'IND', 2, 10, 4, 0, 0, 0, 3, 1, 0, 0),
('EISLEHO01 ', 'Howard', 'Eisley', 2000, 'DAL', 9, 194, 52, 11, 1, 12, 17, 5, 1, 13),
('ELIEMA01  ', 'Mario', 'Elie', 2000, 'PHO', 4, 103, 36, 11, 2, 13, 7, 3, 1, 2),
('ELLIOSE01 ', 'Sean', 'Elliott', 2000, 'SAS', 12, 239, 57, 23, 3, 26, 14, 5, 6, 13),
('ELLISLA01 ', 'Laphonso', 'Ellis', 2000, 'MIN', 4, 77, 24, 7, 7, 14, 0, 1, 3, 5),
('FERRYDA01 ', 'Danny', 'Ferry', 2000, 'SAS', 13, 334, 75, 33, 8, 41, 17, 4, 1, 6),
('FINLEMI01 ', 'Michael', 'Finley', 2000, 'DAL', 10, 434, 197, 40, 13, 53, 44, 12, 2, 24),
('FISHEDE01 ', 'Derek', 'Fisher', 2000, 'LAL', 16, 576, 215, 56, 5, 61, 48, 21, 1, 12),
('FOSTEGR01 ', 'Greg', 'Foster', 2000, 'LAL', 1, 3, 0, 1, 0, 1, 0, 0, 0, 0),
('FOSTEJE01 ', 'Jeff', 'Foster', 2000, 'IND', 4, 52, 10, 9, 3, 12, 2, 0, 3, 4),
('FOXRI01   ', 'Rick', 'Fox', 2000, 'LAL', 16, 573, 160, 66, 13, 79, 57, 31, 7, 36),
('FUNDELA01 ', 'Lawrence', 'Funderburke', 2000, 'SAC', 3, 17, 7, 2, 4, 6, 0, 2, 2, 1),
('GARNEKE01 ', 'Kevin', 'Garnett', 2000, 'MIN', 4, 165, 84, 38, 10, 48, 17, 4, 6, 6),
('GARREDE01 ', 'Dean', 'Garrett', 2000, 'MIN', 3, 41, 13, 7, 2, 9, 0, 1, 1, 0),
('GARRIPA01 ', 'Pat', 'Garrity', 2000, 'ORL', 4, 117, 48, 4, 1, 5, 2, 0, 1, 2),
('GEIGEMA01 ', 'Matt', 'Geiger', 2000, 'PHI', 12, 100, 38, 8, 10, 18, 7, 2, 0, 5),
('GEORGDE01 ', 'Devean', 'George', 2000, 'LAL', 7, 27, 14, 2, 3, 5, 1, 0, 0, 3),
('GRANTBR01 ', 'Brian', 'Grant', 2000, 'MIA', 3, 84, 30, 18, 6, 24, 1, 0, 5, 6),
('GRANTHO01 ', 'Horace', 'Grant', 2000, 'LAL', 16, 423, 96, 56, 40, 96, 19, 15, 13, 15),
('GREENAC01 ', 'A.c.', 'Green', 2000, 'MIA', 3, 21, 3, 3, 1, 4, 2, 1, 0, 1),
('GUGLITO01 ', 'Tom', 'Gugliotta', 2000, 'PHO', 4, 86, 23, 11, 4, 15, 3, 8, 1, 5),
('HAMDA01   ', 'Darvin', 'Ham', 2000, 'MIL', 14, 132, 29, 9, 10, 19, 5, 4, 7, 6),
('HARDATI01 ', 'Tim', 'Hardaway', 2000, 'MIA', 2, 36, 5, 1, 1, 2, 9, 0, 0, 8),
('HARPERO01 ', 'Ron', 'Harper', 2000, 'LAL', 6, 42, 13, 7, 1, 8, 4, 4, 1, 1),
('HARRIAL01 ', 'Al', 'Harrington', 2000, 'IND', 3, 40, 5, 1, 3, 4, 3, 0, 0, 1),
('HARRIOT01 ', 'Othella', 'Harrington', 2000, 'NYK', 5, 77, 18, 8, 7, 15, 2, 4, 2, 3),
('HARVEAN01 ', 'Antonio', 'Harvey', 2000, 'POR', 2, 14, 0, 5, 1, 6, 0, 0, 0, 1),
('HAWKIHE01 ', 'Hersey', 'Hawkins', 2000, 'CHA', 6, 50, 12, 8, 1, 9, 4, 3, 0, 0),
('HILLTY01  ', 'Tyrone', 'Hill', 2000, 'PHI', 23, 742, 166, 114, 54, 168, 10, 13, 12, 26),
('HORRYRO01 ', 'Robert', 'Horry', 2000, 'LAL', 16, 382, 94, 53, 30, 83, 31, 22, 16, 18),
('HOUSEED01 ', 'Eddie', 'House', 2000, 'MIA', 3, 64, 38, 4, 1, 5, 5, 3, 1, 5),
('HOUSTAL01 ', 'Allan', 'Houston', 2000, 'NYK', 5, 189, 104, 9, 0, 9, 7, 5, 1, 10),
('HOWARJU01 ', 'Juwan', 'Howard', 2000, 'DAL', 10, 391, 134, 54, 29, 83, 14, 6, 5, 14),
('HUDSOTR01 ', 'Troy', 'Hudson', 2000, 'ORL', 4, 56, 17, 4, 5, 9, 9, 1, 0, 3),
('HUNTELI01 ', 'Lindsey', 'Hunter', 2000, 'MIL', 18, 289, 64, 29, 2, 31, 34, 14, 3, 13),
('IVERSAL01 ', 'Allen', 'Iverson', 2000, 'PHI', 22, 1016, 723, 89, 15, 104, 134, 52, 7, 63),
('JACKSBO01 ', 'Bobby', 'Jackson', 2000, 'SAC', 8, 182, 56, 20, 6, 26, 18, 8, 0, 7),
('JACKSMA01 ', 'Mark', 'Jackson', 2000, 'NYK', 5, 156, 45, 23, 3, 26, 26, 8, 0, 10),
('JOHNSAV01 ', 'Avery', 'Johnson', 2000, 'SAS', 13, 281, 76, 13, 3, 16, 41, 10, 1, 10),
('JOHNSER01 ', 'Ervin', 'Johnson', 2000, 'MIL', 18, 577, 98, 135, 59, 194, 10, 9, 37, 12),
('JONESED01 ', 'Eddie', 'Jones', 2000, 'MIA', 3, 108, 57, 16, 2, 18, 7, 3, 1, 7),
('JONESJU01 ', 'Jumaine', 'Jones', 2000, 'PHI', 23, 447, 127, 49, 35, 84, 17, 10, 11, 14),
('KERRST01  ', 'Steve', 'Kerr', 2000, 'SAS', 9, 101, 30, 6, 3, 9, 6, 4, 1, 2),
('KIDDJA01  ', 'Jason', 'Kidd', 2000, 'PHO', 4, 166, 57, 15, 9, 24, 53, 8, 0, 12),
('KNIGHTR01 ', 'Travis', 'Knight', 2000, 'NYK', 1, 1, 0, 0, 0, 0, 0, 0, 0, 0),
('LOPEZFE01 ', 'Felipe', 'Lopez', 2000, 'MIN', 4, 55, 17, 7, 4, 11, 5, 4, 0, 2),
('LUETY01   ', 'Tyronn', 'Lue', 2000, 'LAL', 15, 131, 29, 9, 1, 10, 10, 12, 1, 8),
('LYNCHGE01 ', 'George', 'Lynch', 2000, 'PHI', 10, 222, 57, 31, 20, 51, 12, 13, 2, 13),
('MACCUTO01 ', 'Todd', 'Macculloch', 2000, 'PHI', 18, 109, 56, 12, 17, 29, 4, 0, 3, 4),
('MADSEMA01 ', 'Mark', 'Madsen', 2000, 'LAL', 13, 48, 5, 4, 6, 10, 4, 0, 2, 2),
('MAGLOJA01 ', 'Jamaal', 'Magloire', 2000, 'CHA', 10, 110, 39, 20, 8, 28, 3, 0, 6, 4),
('MAJERDA01 ', 'Dan', 'Majerle', 2000, 'MIA', 3, 71, 16, 7, 3, 10, 5, 3, 0, 2),
('MALONKA01 ', 'Karl', 'Malone', 2000, 'UTA', 5, 199, 138, 35, 9, 44, 17, 5, 4, 19),
('MANNIDA01 ', 'Danny', 'Manning', 2000, 'UTA', 5, 96, 49, 9, 2, 11, 3, 3, 4, 7),
('MARIOSH01 ', 'Shawn', 'Marion', 2000, 'PHO', 4, 139, 59, 23, 10, 33, 3, 6, 6, 6),
('MARSHDO01 ', 'Donyell', 'Marshall', 2000, 'UTA', 5, 160, 52, 25, 13, 38, 8, 2, 5, 9),
('MARTIDA01 ', 'Darrick', 'Martin', 2000, 'SAC', 2, 9, 0, 0, 0, 0, 3, 0, 0, 1),
('MASHBJA01 ', 'Jamal', 'Mashburn', 2000, 'CHA', 10, 419, 249, 44, 18, 62, 57, 12, 3, 30),
('MASONAN01 ', 'Anthony', 'Mason', 2000, 'MIA', 3, 98, 16, 8, 1, 9, 4, 1, 0, 7),
('MAXWEVE01 ', 'Vernon', 'Maxwell', 2000, 'DAL', 4, 43, 4, 5, 1, 6, 5, 0, 0, 2),
('MCGRATR01 ', 'Tracy', 'McGrady', 2000, 'ORL', 4, 178, 135, 20, 6, 26, 33, 7, 5, 8),
('MCKEYDE01 ', 'Derrick', 'McKey', 2000, 'IND', 4, 35, 6, 5, 4, 9, 4, 1, 0, 1),
('MCKIEAA01 ', 'Aaron', 'McKie', 2000, 'PHI', 23, 892, 336, 95, 24, 119, 121, 34, 3, 46),
('MILLEMI01 ', 'Mike', 'Miller', 2000, 'ORL', 4, 112, 48, 13, 5, 18, 7, 0, 3, 3),
('MILLERE01 ', 'Reggie', 'Miller', 2000, 'IND', 4, 177, 125, 13, 7, 20, 10, 3, 2, 11),
('MITCHSA01 ', 'Sam', 'Mitchell', 2000, 'MIN', 4, 50, 6, 6, 1, 7, 3, 1, 0, 1),
('MONTRER01 ', 'Eric', 'Montross', 2000, 'TOR', 5, 31, 4, 5, 5, 10, 1, 0, 3, 2),
('MOURNAL01 ', 'Alonzo', 'Mourning', 2000, 'MIA', 3, 91, 35, 13, 3, 16, 3, 0, 5, 5),
('MURRATR01 ', 'Tracy', 'Murray', 2000, 'TOR', 2, 5, 2, 0, 0, 0, 0, 1, 0, 2),
('MUTOMDI01 ', 'Dikembe', 'Mutombo', 2000, 'PHI', 23, 981, 319, 203, 113, 316, 17, 15, 72, 36),
('NAJERED01 ', 'Eduardo', 'Najera', 2000, 'DAL', 7, 44, 21, 8, 7, 15, 1, 1, 1, 1),
('NASHST01  ', 'Steve', 'Nash', 2000, 'DAL', 10, 370, 136, 26, 6, 32, 64, 6, 1, 25),
('NESTERA01 ', 'Radoslav', 'Nesterovic', 2000, 'MIN', 4, 49, 10, 7, 5, 12, 3, 1, 3, 3),
('NOWITDI01 ', 'Dirk', 'Nowitzki', 2000, 'DAL', 10, 399, 234, 67, 14, 81, 14, 11, 8, 14),
('OAKLECH01 ', 'Charles', 'Oakley', 2000, 'TOR', 12, 391, 111, 56, 20, 76, 21, 12, 7, 22),
('OLLIEKE01 ', 'Kevin', 'Ollie', 2000, 'PHI', 23, 123, 33, 7, 2, 9, 23, 0, 0, 8),
('ONEAJE01  ', 'Jermaine', 'O'neal', 2000, 'IND', 4, 157, 39, 38, 12, 50, 7, 0, 10, 7),
('ONEASH01  ', 'Shaquille', 'O'neal', 2000, 'LAL', 16, 676, 487, 156, 91, 247, 51, 7, 38, 57),
('OSTERGR01 ', 'Greg', 'Ostertag', 2000, 'UTA', 5, 64, 8, 12, 6, 18, 1, 0, 2, 2),
('OUTLABO01 ', 'Bo', 'Outlaw', 2000, 'ORL', 4, 134, 34, 31, 11, 42, 9, 5, 6, 9),
('PEELEAN01 ', 'Anthony', 'Peeler', 2000, 'MIN', 4, 137, 34, 11, 3, 14, 7, 7, 1, 6),
('PERDUWI01 ', 'Will', 'Perdue', 2000, 'POR', 3, 5, 0, 1, 1, 2, 0, 0, 0, 0),
('PERKISA01 ', 'Sam', 'Perkins', 2000, 'IND', 3, 19, 5, 3, 1, 4, 0, 0, 0, 0),
('PERRYEL01 ', 'Elliot', 'Perry', 2000, 'PHO', 2, 17, 13, 3, 1, 4, 4, 2, 0, 0),
('PETERMO01 ', 'Morris', 'Peterson', 2000, 'TOR', 8, 110, 43, 10, 2, 12, 15, 6, 0, 6),
('PIPPESC01 ', 'Scottie', 'Pippen', 2000, 'POR', 3, 117, 41, 15, 2, 17, 7, 8, 2, 12),
('POLLASC01 ', 'Scot', 'Pollard', 2000, 'SAC', 8, 141, 48, 32, 23, 55, 2, 1, 7, 6),
('POLYNOL01 ', 'Olden', 'Polynice', 2000, 'UTA', 5, 100, 39, 3, 16, 19, 1, 1, 2, 6),
('POPEMA01  ', 'Mark', 'Pope', 2000, 'MIL', 6, 46, 10, 7, 5, 12, 2, 2, 0, 0),
('PORTETE01 ', 'Terry', 'Porter', 2000, 'SAS', 13, 326, 108, 23, 1, 24, 44, 11, 0, 22),
('PRZYBJO01 ', 'Joel', 'Przybilla', 2000, 'MIL', 1, 2, 0, 0, 0, 0, 0, 0, 0, 0),
('RECASEL01 ', 'Eldridge', 'Recasner', 2000, 'CHA', 2, 9, 3, 1, 0, 1, 2, 0, 0, 1),
('REIDDO01  ', 'Don', 'Reid', 2000, 'ORL', 3, 25, 10, 6, 5, 11, 0, 1, 2, 2),
('RICEGL01  ', 'Glen', 'Rice', 2000, 'NYK', 5, 144, 61, 19, 3, 22, 3, 3, 1, 7),
('ROBINCL02 ', 'Clifford R. ', 'Robinson', 2000, 'PHO', 4, 114, 60, 10, 6, 16, 4, 6, 2, 9),
('ROBINDA01 ', 'David', 'Robinson', 2000, 'SAS', 13, 409, 216, 114, 39, 153, 22, 17, 31, 28),
('ROBINED01 ', 'Eddie', 'Robinson', 2000, 'CHA', 10, 192, 69, 24, 9, 33, 9, 4, 4, 5),
('ROBINGL01 ', 'Glenn', 'Robinson', 2000, 'MIL', 18, 687, 350, 90, 26, 116, 60, 11, 24, 46),
('ROGERRO01 ', 'Rodney', 'Rogers', 2000, 'PHO', 4, 82, 35, 11, 3, 14, 2, 2, 3, 5),
('ROSEJA01  ', 'Jalen', 'Rose', 2000, 'IND', 4, 164, 72, 15, 3, 18, 11, 6, 1, 9),
('ROSEMA01  ', 'Malik', 'Rose', 2000, 'SAS', 13, 215, 64, 33, 16, 49, 4, 3, 1, 10),
('RUSSEBR01 ', 'Bryon', 'Russell', 2000, 'UTA', 5, 214, 71, 32, 4, 36, 15, 3, 1, 2),
('SABONAR01 ', 'Arvydas', 'Sabonis', 2000, 'POR', 3, 104, 34, 17, 8, 25, 8, 1, 7, 2),
('SANTIDA01 ', 'Dan', 'Santiago', 2000, 'PHO', 1, 12, 2, 4, 1, 5, 0, 0, 2, 1),
('SCHREDE01 ', 'Detlef', 'Schrempf', 2000, 'POR', 3, 32, 14, 5, 0, 5, 1, 0, 0, 2),
('SCOTTSH01 ', 'Shawnelle', 'Scott', 2000, 'SAS', 7, 13, 3, 2, 0, 2, 0, 0, 0, 3),
('SHAWBR01  ', 'Brian', 'Shaw', 2000, 'LAL', 16, 290, 70, 45, 10, 55, 43, 10, 1, 16),
('SLATERE01 ', 'Reggie', 'Slater', 2000, 'MIN', 4, 52, 13, 9, 5, 14, 0, 2, 3, 3),
('SMITHST01 ', 'Steve', 'Smith', 2000, 'POR', 3, 122, 51, 8, 5, 13, 7, 2, 1, 10),
('SNOWER01  ', 'Eric', 'Snow', 2000, 'PHI', 23, 717, 214, 60, 26, 86, 104, 27, 2, 45),
('SPENCFE01 ', 'Felton', 'Spencer', 2000, 'NYK', 2, 4, 0, 0, 0, 0, 0, 0, 0, 0),
('SPREWLA01 ', 'Latrell', 'Sprewell', 2000, 'NYK', 5, 212, 92, 12, 3, 15, 17, 5, 1, 20),
('STARKJO01 ', 'John', 'Starks', 2000, 'UTA', 3, 36, 11, 3, 0, 3, 1, 1, 1, 2),
('STEVEDE01 ', 'Deshawn', 'Stevenson', 2000, 'UTA', 1, 8, 2, 1, 0, 1, 0, 0, 0, 1),
('STEWAMI01 ', 'Michael', 'Stewart', 2000, 'TOR', 2, 4, 0, 0, 1, 1, 0, 0, 0, 0),
('STOCKJO01 ', 'John', 'Stockton', 2000, 'UTA', 5, 186, 49, 17, 11, 28, 57, 10, 3, 7),
('STOJAPR01 ', 'Peja', 'Stojakovic', 2000, 'SAC', 8, 307, 173, 34, 17, 51, 3, 5, 3, 18),
('STOUDDA01 ', 'Damon', 'Stoudamire', 2000, 'POR', 3, 114, 53, 8, 1, 9, 13, 2, 1, 9),
('STRICRO01 ', 'Rod', 'Strickland', 2000, 'POR', 2, 19, 8, 2, 2, 4, 2, 2, 0, 1),
('SZCZEWA01 ', 'Wally', 'Szczerbiak', 2000, 'MIN', 4, 143, 56, 14, 4, 18, 10, 5, 3, 12),
('TABAKZA01 ', 'Zan', 'Tabak', 2000, 'IND', 2, 10, 1, 0, 3, 3, 0, 0, 0, 0),
('THOMAKU01 ', 'Kurt', 'Thomas', 2000, 'NYK', 5, 186, 72, 39, 17, 56, 9, 2, 5, 9),
('THOMATI01 ', 'Tim', 'Thomas', 2000, 'MIL', 18, 479, 203, 59, 22, 81, 29, 9, 10, 21),
('THORPOT01 ', 'Otis', 'Thorpe', 2000, 'CHA', 8, 57, 4, 11, 6, 17, 0, 0, 0, 2),
('TSAKAIA01 ', 'Jake', 'Tsakalidis', 2000, 'PHO', 4, 75, 12, 18, 10, 28, 0, 0, 7, 1),
('TURKOHI01 ', 'Hidayet', 'Turkoglu', 2000, 'SAC', 8, 141, 60, 21, 7, 28, 11, 3, 1, 6),
('VAUGHJA01 ', 'Jacque', 'Vaughn', 2000, 'UTA', 5, 57, 3, 2, 0, 2, 8, 0, 1, 1),
('WALKESA01 ', 'Samaki', 'Walker', 2000, 'SAS', 12, 76, 14, 9, 5, 14, 3, 1, 1, 1),
